# stage=ASR,file=b01eeg_asr1
window,t0_s,t1_s,error,n_ic,n_brain,n_other,n_artifact,n_muscle,n_eye,n_heart,n_line_noise,n_channel_noise,mean_conf_pred,mean_conf_artifact_ics,mean_sum_P_artifact,avg_conf_brain,avg_conf_other,avg_conf_artifact,power_sum_brain,power_sum_other,power_sum_artifact,power_sum_total,mean_prob_brain,mean_prob_muscle,mean_prob_eye,mean_prob_heart,mean_prob_line_noise,mean_prob_channel_noise,mean_prob_other
0,0.0000,120.0000,,24,9,14,1,0,1,0,0,0,0.668523,0.892901,0.134747,0.611836,0.688937,0.892901,3.87538940e+02,9.13839691e+00,8.93226307e-01,3.97570563e+02,0.353503,0.004027,0.050095,0.017863,0.049574,0.013188,0.511750
1,120.0000,240.0000,,24,7,16,1,0,1,0,0,0,0.663192,0.834968,0.141016,0.654017,0.656469,0.834968,2.37895046e+00,6.42899285e+00,3.23727332e-01,9.13167064e+00,0.344336,0.006555,0.052381,0.019229,0.050816,0.012035,0.514648
2,240.0000,360.0000,,24,9,14,1,0,1,0,0,0,0.676992,0.665086,0.130057,0.677664,0.677409,0.665086,2.95818825e+00,4.58414207e+00,2.50491542e-01,7.79282187e+00,0.380579,0.017401,0.036674,0.014326,0.049284,0.012371,0.489364
3,360.0000,480.0000,,24,9,14,1,0,1,0,0,0,0.688441,0.634756,0.126181,0.659498,0.710881,0.634756,2.79692162e+00,4.56550607e+00,2.81418717e-01,7.64384640e+00,0.355906,0.004629,0.040222,0.018196,0.050480,0.012654,0.517913
4,480.0000,600.0000,,24,10,13,1,0,1,0,0,0,0.673940,0.741011,0.126530,0.650265,0.686992,0.741011,3.08205256e+00,3.95853683e+00,2.91550030e-01,7.33213942e+00,0.388244,0.013367,0.040320,0.014519,0.050121,0.008202,0.485226
5,600.0000,720.0000,,24,9,14,1,0,1,0,0,0,0.650156,0.600846,0.131924,0.684020,0.631908,0.600846,3.15709828e+00,4.55464653e+00,1.61511989e-01,7.87325680e+00,0.397342,0.006887,0.039372,0.015590,0.060816,0.009258,0.470734
6,720.0000,840.0000,,24,7,16,1,0,1,0,0,0,0.673006,0.678951,0.144353,0.652826,0.681463,0.678951,1.86118138e+00,5.95570058e+00,1.85811022e-01,8.00269299e+00,0.322764,0.008703,0.045085,0.012025,0.068272,0.010267,0.532883
7,840.0000,960.0000,,24,9,14,1,0,1,0,0,0,0.692196,0.587665,0.124445,0.654268,0.724045,0.587665,2.90399490e+00,7.03003564e+00,1.82128241e-01,1.01161588e+01,0.343218,0.006189,0.034433,0.013226,0.062185,0.008412,0.532337

# GLOBAL_SUMMARY,仅统计 error 为空的窗口
metric,value
successful_windows,8
total_ic_predictions,192
n_brain,69
n_other,115
n_artifact,8
pct_brain_percent,35.937500
pct_other_percent,59.895833
pct_artifact_percent,4.166667
