# stage=Raw,file=b01eeg_raw1
window,t0_s,t1_s,error,n_ic,n_brain,n_other,n_artifact,n_muscle,n_eye,n_heart,n_line_noise,n_channel_noise,mean_conf_pred,mean_conf_artifact_ics,mean_sum_P_artifact,avg_conf_brain,avg_conf_other,avg_conf_artifact,mean_prob_brain,mean_prob_muscle,mean_prob_eye,mean_prob_heart,mean_prob_line_noise,mean_prob_channel_noise,mean_prob_other
0,0.0000,120.0000,,24,24,0,0,0,0,0,0,0,0.926174,,0.006076,0.926174,,,0.926174,0.000116,0.002908,0.000059,0.002509,0.000484,0.067751
1,120.0000,240.0000,,24,24,0,0,0,0,0,0,0,0.926349,,0.006064,0.926349,,,0.926349,0.000115,0.002889,0.000060,0.002518,0.000483,0.067587
2,240.0000,360.0000,,24,24,0,0,0,0,0,0,0,0.926150,,0.006077,0.926150,,,0.926150,0.000116,0.002910,0.000059,0.002508,0.000484,0.067772
3,360.0000,480.0000,,24,24,0,0,0,0,0,0,0,0.925961,,0.006090,0.925961,,,0.925961,0.000118,0.002928,0.000059,0.002500,0.000485,0.067949
4,480.0000,600.0000,,24,24,0,0,0,0,0,0,0,0.925921,,0.006092,0.925921,,,0.925921,0.000118,0.002932,0.000059,0.002499,0.000485,0.067987
5,600.0000,720.0000,,24,24,0,0,0,0,0,0,0,0.926246,,0.006071,0.926246,,,0.926246,0.000116,0.002900,0.000059,0.002512,0.000483,0.067683
6,720.0000,840.0000,,24,24,0,0,0,0,0,0,0,0.926068,,0.006083,0.926068,,,0.926068,0.000117,0.002918,0.000059,0.002505,0.000484,0.067849
7,840.0000,960.0000,,24,24,0,0,0,0,0,0,0,0.925813,,0.006099,0.925813,,,0.925813,0.000119,0.002941,0.000059,0.002495,0.000485,0.068089

# GLOBAL_SUMMARY,仅统计 error 为空的窗口
metric,value
successful_windows,8
total_ic_predictions,192
n_brain,192
n_other,0
n_artifact,0
pct_brain_percent,100.000000
pct_other_percent,0.000000
pct_artifact_percent,0.000000
