timestamp,kurtosis_mean,mi_mean,n_components,n_samples
2025-09-03T03:28:43.014262,1.9083784397685704,0.07222517073238825,22,5000
2025-09-03T03:28:44.043282,2.2496396919656507,0.08478100056151072,22,5000
2025-09-03T03:28:45.166618,2.6710463351982314,0.08284124715525627,22,5000
2025-09-03T03:28:46.305376,1.7700129931936617,0.08457482032834895,22,5000
2025-09-03T03:28:47.561219,1.9327452542749926,0.08479467695674277,22,5000
2025-09-03T03:28:48.717218,2.4267582625924233,0.07773047862578251,22,5000
2025-09-03T03:28:49.885700,1.5110349039191227,0.08654229456058898,22,5000
2025-09-03T03:28:51.055849,2.4221395740424416,0.0823361021131218,22,5000
2025-09-03T03:28:52.383609,2.0625989121809654,0.0801985931668203,22,5000
2025-09-03T03:28:53.409782,1.894314131990359,0.06427778145328267,22,5000
2025-09-03T03:28:54.577915,1.179129895592373,0.05260895069954907,22,5000
2025-09-03T03:28:56.008324,0.7726516758240259,0.04788776969437641,22,5000
2025-09-03T03:28:57.102621,0.8469066448927312,0.058469038037357285,22,5000
2025-09-03T03:28:58.141742,1.671988186385888,0.06878953309337897,22,5000
2025-09-03T03:28:59.430352,1.0806954109015772,0.06974784158759023,22,5000
2025-09-03T03:29:00.561018,1.1042063786838034,0.07126010287336677,22,5000
2025-09-03T03:29:01.702692,1.0079746596789398,0.07350472520855884,22,5000
2025-09-03T03:29:02.947594,1.0308106677695905,0.0728416733532121,22,5000
2025-09-03T03:29:04.025969,0.9621602698864635,0.07075158071935582,22,5000
2025-09-03T03:29:05.151982,1.352631352047962,0.07958221402022345,22,5000
2025-09-03T03:29:06.407305,1.2764580253135926,0.07683079834799447,22,5000
2025-09-03T03:29:07.473197,0.817866274648673,0.07998692899513456,22,5000
2025-09-03T03:29:08.595919,0.9008611489580083,0.08142668446728146,22,5000
2025-09-03T03:29:09.817975,0.9768230929574727,0.07943057368245152,22,5000
2025-09-03T03:29:10.892817,0.7405938056548451,0.07941982724199889,22,5000
2025-09-03T03:29:12.161195,0.6110749868121258,0.08210181094960345,22,5000
2025-09-03T03:29:13.385307,0.6327682145379415,0.08443640416900118,22,5000
2025-09-03T03:29:14.421877,3.2390262135115933,0.07501651127110116,22,5000
2025-09-03T03:29:15.539057,2.95349758705062,0.07361569833804618,22,5000
2025-09-03T03:29:16.756595,2.471739436843222,0.08075639490168443,22,5000
2025-09-03T03:29:17.894221,3.524504103711612,0.07780488963000176,22,5000
2025-09-03T03:29:19.021130,3.851202317427682,0.07949019314069065,22,5000
2025-09-03T03:29:20.211558,3.8542246853825177,0.07806267793677961,22,5000
2025-09-03T03:29:21.274293,4.993783688451865,0.08597839172952636,22,5000
2025-09-03T03:29:22.424492,5.51291808658251,0.08144493339106705,22,5000
2025-09-03T03:29:23.695112,5.854745007150537,0.08653568167267443,22,5000
2025-09-03T03:29:24.793713,1.2370650588608259,0.07770061925200031,22,5000
2025-09-03T03:29:25.923104,1.7337418685944777,0.08608277374864656,22,5000
2025-09-03T03:29:27.152553,0.8187119717345877,0.06986685447194643,22,5000
2025-09-03T03:29:28.384609,0.7944995310468641,0.06800406389609186,22,5000
2025-09-03T03:29:29.557412,0.6434555761914049,0.06585534846410267,22,5000
2025-09-03T03:29:30.789626,1.2021513883448245,0.07090747905789843,22,5000
2025-09-03T03:29:31.837884,1.0978698106059843,0.0686302309569791,22,5000
2025-09-03T03:29:32.985854,2.4116356827290564,0.07135812219753475,22,5000
2025-09-03T03:29:34.327132,1.7718637181199062,0.07511101828698762,22,5000
2025-09-03T03:29:35.470270,2.2484495953212598,0.07031172596959746,22,5000
2025-09-03T03:29:36.606189,2.3584767693860194,0.0636473216988239,22,5000
2025-09-03T03:29:37.914025,2.408902789787387,0.08475200235844768,22,5000
2025-09-03T03:29:39.071832,2.0931964166843433,0.08582653160334805,22,5000
2025-09-03T03:29:40.243736,2.9509237206328294,0.08316072947100114,22,5000
2025-09-03T03:29:41.394021,3.164003125423788,0.08418630305425812,22,5000
2025-09-03T03:29:42.517626,1.6469179862026875,0.07923903983209736,22,5000
2025-09-03T03:29:43.580197,2.025828533244748,0.07441710486476592,22,5000
2025-09-03T03:29:44.759697,1.9932881813504844,0.0754951246605797,22,5000
2025-09-03T03:29:45.987448,2.4468603898139536,0.07416705945847994,22,5000
2025-09-03T03:29:47.040638,1.7617301500044222,0.06521481118523045,22,5000
2025-09-03T03:29:48.193358,0.6291272029168703,0.053029136962953846,22,5000
2025-09-03T03:29:49.422529,0.43090478313305347,0.04544169224877394,22,5000
2025-09-03T03:29:50.545358,0.43350912505343137,0.04492303152068338,22,5000
2025-09-03T03:29:51.701655,1.0900063698802462,0.04707021340812695,22,5000
2025-09-03T03:29:52.931333,1.3261800417836795,0.06078818642817943,22,5000
2025-09-03T03:29:54.019101,1.6932481844164684,0.06123642579701772,22,5000
2025-09-03T03:29:55.169538,1.9396841668249287,0.061647482791538345,22,5000
2025-09-03T03:29:56.546302,1.2188488404611963,0.0605971679675466,22,5000
2025-09-03T03:29:57.678362,1.2910167768310805,0.060738656279688046,22,5000
2025-09-03T03:29:58.802417,1.2525101665412899,0.06851411669503739,22,5000
2025-09-03T03:30:00.054650,1.3690921182738622,0.06690379451395774,22,5000
2025-09-03T03:30:01.184447,0.97332272051441,0.07896885543584532,22,5000
2025-09-03T03:30:02.331603,1.4363732078597282,0.07268650773011273,22,5000
2025-09-03T03:30:03.397297,1.3477999866891885,0.07071077288198221,22,5000
2025-09-03T03:30:04.674126,1.5799578343052625,0.0709558273891622,22,5000
2025-09-03T03:30:05.810231,1.3481513546282953,0.07460109443272109,22,5000
2025-09-03T03:30:06.949561,1.2417735453912115,0.08281244375436705,22,5000
2025-09-03T03:30:08.181380,1.2561109605179182,0.08181556076997056,22,5000
2025-09-03T03:30:09.292656,1.5852675890267311,0.07663928639612101,22,5000
2025-09-03T03:30:10.422512,1.6292190161591338,0.07542395734446719,22,5000
2025-09-03T03:30:11.639590,1.4208382729412392,0.08065920297656481,22,5000
2025-09-03T03:30:12.776353,2.3657731723420743,0.09318109191856433,22,5000
2025-09-03T03:30:13.819320,1.609385741697183,0.09422278958807109,22,5000
2025-09-03T03:30:15.054815,1.5675814638713332,0.09423903479332557,22,5000
2025-09-03T03:30:16.112480,2.0903147607642527,0.09180374281136752,22,5000
2025-09-03T03:30:17.239666,1.2106282996439086,0.07821379392747461,22,5000
2025-09-03T03:30:18.501548,1.8301570555499318,0.0696912715365356,22,5000
2025-09-03T03:30:19.610766,1.6596814519400682,0.0666114769525851,22,5000
2025-09-03T03:30:20.731539,2.0614765607095498,0.06418610709142218,22,5000
2025-09-03T03:30:21.922565,1.6943358293180195,0.06765532313532292,22,5000
2025-09-03T03:30:23.060451,2.375158291765874,0.054973860150861,22,5000
2025-09-03T03:30:24.208997,0.9684380282896683,0.046044129489489105,22,5000
2025-09-03T03:30:25.509157,0.9853250728437939,0.05805602675131002,22,5000
2025-09-03T03:30:26.624795,2.2679211658605936,0.07579897204008737,22,5000
2025-09-03T03:30:27.802595,2.070009481590377,0.07057105276822281,22,5000
2025-09-03T03:30:29.089433,1.590580731424784,0.06998670916011601,22,5000
2025-09-03T03:30:30.226432,1.5110365433893385,0.0681686053509422,22,5000
2025-09-03T03:30:31.355117,1.284996764636898,0.07097826671166087,22,5000
2025-09-03T03:30:32.496014,1.5279214930293252,0.07099307103049862,22,5000
2025-09-03T03:30:33.647820,1.0070224858199688,0.07761462043134543,22,5000
2025-09-03T03:30:34.797618,1.345614369767919,0.08431770146371613,22,5000
2025-09-03T03:30:35.905446,1.4852801309081345,0.07784294699380385,22,5000
2025-09-03T03:30:37.114293,1.9561811131035307,0.07903480540688206,22,5000
2025-09-03T03:30:38.240123,1.7501819112838766,0.07664026945933776,22,5000
2025-09-03T03:30:39.392424,1.681508844932125,0.07893888078887056,22,5000
2025-09-03T03:30:40.537466,1.952459233429792,0.07717289609255706,22,5000
2025-09-03T03:30:41.751289,1.7084034642798955,0.07801938572326148,22,5000
2025-09-03T03:30:42.905931,1.7413566037346322,0.08307597026887967,22,5000
2025-09-03T03:30:44.009683,1.5935478157636382,0.07705793988784078,22,5000
2025-09-03T03:30:45.263757,1.0702431548372158,0.07258649776847104,22,5000
2025-09-03T03:30:46.317773,1.3604948521043934,0.06368214675844487,22,5000
2025-09-03T03:30:47.503743,1.1451409825774574,0.0657303813891478,22,5000
2025-09-03T03:30:48.570277,1.3526157441736097,0.06596373755867274,22,5000
2025-09-03T03:30:49.910341,1.2500679270855328,0.06759969919162598,22,5000
2025-09-03T03:30:51.177271,1.3923088213678916,0.06789781152904326,22,5000
2025-09-03T03:30:52.334729,1.209756392519503,0.07006257843318937,22,5000
2025-09-03T03:30:53.448163,0.8822755266955766,0.0788515795621248,22,5000
2025-09-03T03:30:54.501617,0.9160778549972884,0.06611619508702507,22,5000
2025-09-03T03:30:55.610989,1.32188116367169,0.060802057041384014,22,5000
2025-09-03T03:30:56.825883,0.9877164503751152,0.05978884592877464,22,5000
2025-09-03T03:30:57.843240,1.0505473808099957,0.05945255307614647,22,5000
2025-09-03T03:30:58.991800,1.0432993282940817,0.06281096963290163,22,5000
2025-09-03T03:31:00.284925,1.0675946684863353,0.0725562997371516,22,5000
2025-09-03T03:31:01.436461,1.0044836050400294,0.06777434108008715,22,5000
2025-09-03T03:31:02.580693,1.0002461608664392,0.06357015766345894,22,5000
2025-09-03T03:31:03.836303,1.144616073690989,0.05663557193420092,22,5000
2025-09-03T03:31:04.995105,1.0515299130341464,0.05775921482125597,22,5000
2025-09-03T03:31:06.135401,1.7043535117529276,0.05671064498237995,22,5000
2025-09-03T03:31:07.457241,0.954293783921938,0.06791009420464986,22,5000
2025-09-03T03:31:08.438626,1.6122152491507065,0.0873004993301081,22,5000
2025-09-03T03:31:09.500801,1.6223801118982337,0.08702958051115037,22,5000
2025-09-03T03:31:10.706963,1.9053454969258465,0.08449451416322057,22,5000
2025-09-03T03:31:11.814581,1.8232207854180913,0.0854519760772246,22,5000
2025-09-03T03:31:13.032844,2.2922508233775543,0.08639117952294507,22,5000
2025-09-03T03:31:14.601518,1.7869581766240485,0.08183215134604997,22,5000
2025-09-03T03:31:16.155875,2.235860478777935,0.08479314423831927,22,5000
2025-09-03T03:31:17.477642,2.5052324482496817,0.08071844355792719,22,5000
2025-09-03T03:31:18.817321,1.259651944031084,0.0598812788356435,22,5000
2025-09-03T03:31:19.964944,1.0445022315380552,0.048501658355069754,22,5000
2025-09-03T03:31:21.112326,0.7965991757843205,0.05027635126569552,22,5000
2025-09-03T03:31:22.414705,1.7554220905023954,0.06688305591050066,22,5000
2025-09-03T03:31:23.446028,1.6611047787681088,0.07136997553220327,22,5000
2025-09-03T03:31:24.584712,1.4171663468719613,0.07336072021594389,22,5000
2025-09-03T03:31:25.642408,1.556907911830816,0.07689520842968929,22,5000
2025-09-03T03:31:27.019481,1.8524616723455274,0.07829043546045764,22,5000
2025-09-28T03:05:30.245638,0.358326058391566,0.4163418268517291,14,100
2025-09-28T03:05:31.006802,0.4648357316203527,0.4026623080174005,14,100
2025-09-28T03:05:31.734673,0.4329951584169781,0.4397871188815078,14,100
2025-09-28T03:05:32.516632,0.5080826680177039,0.43195186130708296,14,100
2025-09-28T03:05:33.417876,1.657415620954584,0.3555399163051203,14,100
2025-09-28T03:05:34.326112,0.4594211494770187,0.4152787068673094,14,100
2025-09-28T03:05:34.950425,0.6699000324766958,0.40183509351687047,14,100
2025-09-28T03:05:35.648865,0.48331490896441254,0.42372736225964475,14,100
2025-09-28T03:05:36.365559,1.8026531281032028,0.39456596616433803,14,100
2025-09-28T03:05:37.227270,0.9878305246859271,0.3849036095578493,14,100
2025-09-28T03:05:38.151873,0.815755031565982,0.41759818201163473,14,100
2025-09-28T03:05:38.771169,0.9629883584631103,0.39053487615788,14,100
2025-09-28T03:05:39.546122,0.5970895153129214,0.442068026636923,14,100
2025-09-28T03:05:40.351973,0.5337393706941388,0.45571760764420105,14,100
2025-09-28T03:05:41.117957,0.6430332466155599,0.4283680277394605,14,100
2025-09-28T03:05:41.905834,0.9064046484883949,0.4293110503473691,14,100
2025-09-28T03:05:42.709752,0.4156421951188601,0.4648830551437615,14,100
2025-09-28T03:05:43.734409,0.43235832384882816,0.43224431452349193,14,100
2025-09-28T03:05:44.462686,0.6800252600412027,0.4283273596478993,14,100
2025-09-28T03:05:45.089432,0.5313157364619754,0.4489728294183756,14,100
2025-09-28T03:05:45.878135,0.8890849299618534,0.43016312144706353,14,100
2025-09-28T03:05:46.902967,0.6979041981481284,0.43765444800753234,14,100
2025-09-28T03:05:47.515479,0.4320076451495449,0.46664474250613897,14,100
2025-09-28T03:05:48.369382,0.5447783592462113,0.4306146033644687,14,100
2025-09-28T03:05:49.137230,0.6521405005263604,0.4263904678196493,14,100
2025-09-28T03:05:49.819281,0.41623683994328126,0.458177243149556,14,100
2025-09-28T03:05:50.468837,0.59417337919418,0.43927372237794365,14,100
2025-09-28T03:05:51.273400,0.42248080093526663,0.45650463488771903,14,100
2025-09-28T03:05:52.092690,0.6460459355869848,0.44318568948769155,14,100
2025-09-28T03:05:52.924981,0.6528487144579554,0.4461855960216855,14,100
2025-09-28T03:05:53.847106,0.3917778054584731,0.4604861570646329,14,100
2025-09-28T03:05:54.548195,0.6894526675934836,0.4643298086617013,14,100
2025-09-28T03:05:55.190035,0.3461031028627571,0.4624703860916428,14,100
2025-09-28T03:05:55.869033,0.6084523612385614,0.4459809320714051,14,100
2025-09-28T03:05:56.783284,1.3654034991600168,0.43057597616445464,14,100
2025-09-28T03:05:57.472465,0.34840681850089944,0.43776079750219304,14,100
2025-09-28T03:05:58.543560,0.4879297225977366,0.44040312712940466,14,100
2025-09-28T03:05:59.340348,0.5030059309509914,0.4524698202767904,14,100
2025-09-28T03:06:00.023765,1.1559441686631533,0.4321282542095304,14,100
2025-09-28T03:06:00.713144,0.27359701851687407,0.41725996583616654,14,100
2025-09-28T03:06:01.509616,0.6184046655625536,0.45738543281812705,14,100
2025-09-28T03:06:02.156643,0.35122337122187564,0.4716718587622398,14,100
2025-09-28T03:06:03.097270,0.6419284137418855,0.4319497761994552,14,100
2025-09-28T03:06:03.885518,0.6553153466587872,0.44508080627328034,14,100
2025-09-28T03:06:04.542214,0.6015399789665018,0.4459507209331646,14,100
2025-09-28T03:06:05.344114,0.3830358617373995,0.4658719127989489,14,100
2025-09-28T03:06:06.251643,0.9822969739484312,0.4396020521147419,14,100
2025-09-28T03:06:06.942931,0.4402262647269098,0.43126915804881466,14,100
2025-09-28T03:06:07.850554,0.5845739824562338,0.4542934832701975,14,100
